dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
Abijah 6,64,a-p56.4,Abijah,"A son of Jeroboam, the first king of Israel. On account of his severe illness when a youth, his father sent his wife to consult the prophet Ahijah regarding his recovery. The prophet, though blind with old age, knew the wife of Jeroboam as soon as she approached, and under a divine impulse he announced to her that inasmuch as in Abijah alone of all the house of Jeroboam there was found “some good thing toward the Lord,” he only would come to his grave in peace. As his mother crossed the threshold of the door on her return, the youth died, and “all Israel mourned for him” ([1 Kings 14:1-18](/1kgs#1Kgs.14.1)).",6.0,person,abijah_35,abijah_35,
Abijah 7,65,a-p56.4,Abijah,"The daughter of Zechariah ([2 Chr. 29:1](/2chr#2Chr.29.1); comp. [Isa. 8:2](/isa#Isa.8.2)), and afterwards the wife of Ahaz. She is also called Abi ([2 Kings 18:2](/2kgs#2Kgs.18.2)).",7.0,person,abijah_14,abijah_14,
Abijah 8,66,a-p56.4,Abijah,"One of the sons of Becher, the son of Benjamin ([1 Chr. 7:8](/1chr#1Chr.7.8)). “Abiah,” A.V.",8.0,unmatched,unmatched,abiah_17,
Abijam,67,a-p63.2,Abijam,"Father of the sea; i.e., “seaman” the name always used in Kings of the king of Judah, the son of Rehoboam, elsewhere called Abijah ([1 Kings 15:1](/1kgs#1Kgs.15.1), [7](/1kgs#1Kgs.15.7), [8](/1kgs#1Kgs.15.8)).",0.0,person,abijah_38,,
Abilene,68,a-p64.5,Abilene,"A plain, a district lying on the east slope of the Anti-Lebanon range; so called from its chief town, Abila ([Luke 3:1](/luke#Luke.3.1)), which stood in the Suk Wady Barada, between Heliopolis (Baalbec) and Damascus, 38 miles from the former and 18 from the latter. Lysanias was governor or tetrarch of this province.",0.0,place,abilene_12,,abilene_12
Abimael,69,a-p65.2,Abimael,"Father of Mael, one of the sons or descendants of Joktan, in Northern Arabia ([Gen. 10:28](/gen#Gen.10.28); [1 Chr. 1:22](/1chr#1Chr.1.22)).",0.0,person,abimael_39,abimael_39,
Abimelech,70,a-p66.3,Abimelech,"My father a king, or father of a king, a common name of the Philistine kings, as “Pharaoh” was of the Egyptian kings.",0.0,unmatched,unmatched,,
Abimelech 1,71,a-p66.3,Abimelech,"The Philistine king of Gerar in the time of Abraham ([Gen. 20:1-18](/gen#Gen.20.1)). By an interposition of Providence, Sarah was delivered from his harem, and was restored to her husband Abraham. As a mark of respect he gave to Abraham valuable gifts, and offered him a settlement in any part of his country; while at the same time he delicately and yet severely rebuked him for having practised a deception upon him in pretending that Sarah was only his sister. Among the gifts presented by the king were a thousand pieces of silver as a “covering of the eyes” for Sarah; i.e., either as an atoning gift and a testimony of her innocence in the sight of all, or rather for the purpose of procuring a veil for Sarah to conceal her beauty, and thus as a reproof to her for not having worn a veil which, as a married woman, she ought to have done. A few years after this Abimelech visited Abraham, who had removed southward beyond his territory, and there entered into a league of peace and friendship with him. This league was the first of which we have any record. It was confirmed by a mutual oath at Beer-sheba ([Gen. 21:22-34](/gen#Gen.21.22)).",1.0,unmatched,unmatched,,
Abimelech 2,72,a-p66.3,Abimelech,"A king of Gerar in the time of Isaac, probably the son of the preceeding ([Gen. 26:1-22](/gen#Gen.26.1)). Isaac sought refuge in his territory during a famine, and there he acted a part with reference to his wife Rebekah similar to that of his father Abraham with reference to Sarah. Abimelech rebuked him for the deception, which he accidentally discovered. Isaac settled for a while here, and prospered. Abimelech desired him, however, to leave his territory, which Isaac did. Abimelech afterwards visited him when he was encamped at Beer-sheba, and expressed a desire to renew the covenant which had been entered into between their fathers ([Gen. 26:26-31](/gen#Gen.26.26)).",2.0,unmatched,unmatched,abimelech_40,
Abimelech 3,73,a-p66.3,Abimelech,"A son of Gideon ([Judg. 9:1](/judg#Judg.9.1)), who was proclaimed king after the death of his father ([Judg. 8:33-9:6](/judg#Judg.8.33)). One of his first acts was to murder his brothers, seventy in number, “on one stone,” at Ophrah. Only one named Jotham escaped. He was an unprincipled, ambitious ruler, often engaged in war with his own subjects. When engaged in reducing the town of Thebez, which had revolted, he was struck mortally on his head by a mill-stone, thrown by the hand of a woman from the wall above. Perceiving that the wound was mortal, he desired his armour-bearer to thrust him through with his sword, that it might not be said he had perished by the hand of a woman ([Judg. 9:50-57](/judg#Judg.9.50)).",3.0,person,abimelech_41,abimelech_41,
Abimelech 4,74,a-p66.3,Abimelech,"The son of Abiathar, and high priest in the time of David ([1 Chr. 18:16](/1chr#1Chr.18.16)). In the parallel passage, [2 Sam. 8:17](/2sam#2Sam.8.17), we have the name Ahimelech, and Abiathar, the son of Ahimelech. This most authorities consider the more correct reading.",4.0,unmatched,unmatched,ahimelech_149,
Abimelech 5,75,a-p66.3,Abimelech,"Achish, king of Gath, in the title of [Ps. 34](/ps#Ps.34). (Comp. [1 Sam. 21:10-15](/1sam#1Sam.21.10).)",5.0,unmatched,unmatched,,
Abinadab,76,a-p70.5,Abinadab,"
Father of nobleness; i.e., “noble.” ",0.0,unmatched,unmatched,,
Abinadab 1,77,a-p70.5,Abinadab,"A Levite of Kirjath-jearim, in whose house the ark of the covenant was deposited after having been brought back from the land of the Philistines ([1 Sam. 7:1](/1sam#1Sam.7.1)). It remained there twenty years, till it was at length removed by David ([1 Sam. 7:1](/1sam#1Sam.7.1), [2](/1sam#1Sam.7.2); [1 Chr. 13:7](/1chr#1Chr.13.7)).",1.0,person,abinadab_43,abinadab_43,
Abinadab 2,78,a-p70.5,Abinadab,The second of the eight sons of Jesse ([1 Sam. 16:8](/1sam#1Sam.16.8)). He was with Saul in the campaign against the Philistines in which Goliath was slain ([1 Sam. 17:13](/1sam#1Sam.17.13)).,2.0,person,abinadab_44,abinadab_44,
Abinadab 3,79,a-p70.5,Abinadab,"One of Saul’s sons, who peristed with his father in the battle of Gilboa ([1 Sam. 31:2](/1sam#1Sam.31.2); [1 Chr. 10:2](/1chr#1Chr.10.2)).",3.0,person,abinadab_641,abinadab_641,
Abinadab 4,80,a-p70.5,Abinadab,"One of Solomon’s officers, who “provided victuals for the king and his household.” He presided, for this purpose, over the district of Dor ([1 Kings 4:11](/1kgs#1Kgs.4.11)).",4.0,person,abinadab_45,abinadab_45,
Abinoam,81,a-p74.2,Abinoam,"Father of kindness, the father of Barak ([Judg. 4:6](/judg#Judg.4.6); [5:1](/judg#Judg.5.1)).",0.0,person,abinoam_46,abinoam_46,
Abiram,82,a-p75.3,Abiram,"
Father of height; i.e., “proud.” ",0.0,unmatched,unmatched,,
Abiram 1,83,a-p75.3,Abiram,"One of the sons of Eliab, who joined Korah in the conspiracy against Moses and Aaron. He and all the conspirators, with their families and possessions (except the children of Korah), were swallowed up by an earthquake ([Num. 16:1-27](/num#Num.16.1); [26:9](/num#Num.26.9); [Ps. 106:17](/ps#Ps.106.17)).",1.0,person,abiram_47,abiram_47,
Abiram 2,84,a-p75.3,Abiram,"The eldest son of Hiel the Bethelite, who perished prematurely in consequence of his father’s undertaking to rebuild Jericho ([1 Kings 16:34](/1kgs#1Kgs.16.34)), according to the words of Joshua (6:26).",2.0,person,abiram_48,abiram_48,
Abishag,85,a-p77.3,Abishag,"Father of (i.e., “given to”) error, a young woman of Shunem, distinguished for her beauty. She was chosen to minister to David in his old age. She became his wife ([1 Kings 1:3](/1kgs#1Kgs.1.3), [4](/1kgs#1Kgs.1.4), [15](/1kgs#1Kgs.1.15)). After David’s death Adonijah persuaded Bathsheba, Solomon’s mother, to entreat the king to permit him to marry Abishag. Solomon suspected in this request an aspiration to the throne, and therefore caused him to be put to death ([1 Kings 2:17-25](/1kgs#1Kgs.2.17)).",0.0,person,abishag_49,abishag_49,
Abishai,86,a-p78.5,Abishai,"Father of (i.e., “desirous of”) a gift, the eldest son of Zeruiah, David’s sister. He was the brother of Joab and Asahel ([2 Sam. 2:18](/2sam#2Sam.2.18); [1 Chr. 2:16](/1chr#1Chr.2.16)). Abishai was the only one who accompanied David when he went to the camp of Saul and took the spear and the cruse of water from Saul’s bolster ([1 Sam. 26:5-12](/1sam#1Sam.26.5)). He had the command of one of the three divisions of David’s army at the battle with Absalom ([2 Sam. 18:2](/2sam#2Sam.18.2), [5](/2sam#2Sam.18.5), [12](/2sam#2Sam.18.12)). He slew the Philistine giant Ishbi-benob, who threatened David’s life ([2 Sam. 21:15-17](/2sam#2Sam.21.15)). He was the chief of the second rank of the three “mighties” ([2 Sam. 23:18](/2sam#2Sam.23.18), [19](/2sam#2Sam.23.19); [1 Chr. 11:20](/1chr#1Chr.11.20), [21](/1chr#1Chr.11.21)); and on one occasion withstood 300 men, and slew them with his own spear ([2 Sam. 23:18](/2sam#2Sam.23.18)). Abishai is the name of the Semitic chief who offers gifts to the lord of Beni-Hassan. See illustration facing page 10.",0.0,person,abishai_50,abishai_50,
Abishua,87,a-p79.13,Abishua,"
Father of welfare; i.e., “fortunate.” ",0.0,unmatched,unmatched,,
Abishua 1,88,a-p79.13,Abishua,The grandson of Benjamin ([1 Chr. 8:4](/1chr#1Chr.8.4)).,1.0,person,abishua_52,abishua_52,
Abishua 2,89,a-p79.13,Abishua,"The son of Phinehas the high priest ([1 Chr. 6:4](/1chr#1Chr.6.4), [5](/1chr#1Chr.6.5), [50](/1chr#1Chr.6.50); [Ezra 7:5](/ezra#Ezra.7.5)).",2.0,person,abishua_51,abishua_51,
Abishur,90,a-p81.5,Abishur,"Father of the wall; i.e., “mason”, one of the two sons of Shammai of the tribe of Judah ([1 Chr. 2:28](/1chr#1Chr.2.28), [29](/1chr#1Chr.2.29)).",0.0,person,abishur_53,abishur_53,
Abital,91,a-p82.3,Abital,"Father of dew; i.e., “fresh”, David’s fifth wife ([2 Sam. 3:4](/2sam#2Sam.3.4)).",0.0,person,abital_54,abital_54,
Abitub,92,a-p83.2,Abitub,"Father of goodness, a Benjamite ([1 Chr. 8:11](/1chr#1Chr.8.11)).",0.0,person,abitub_55,abitub_55,
Abjects,93,a-p84.2,Abjects,"([Ps. 35:15](/ps#Ps.35.15)), the translation of a Hebrew word meaning smiters; probably, in allusion to the tongue, slanderers. (Comp. [Jer. 18:18](/jer#Jer.18.18).)",0.0,unmatched,unmatched,,
Ablution,94,a-p85.3,Ablution,"
Or washing, was practised, ",0.0,unmatched,unmatched,,
Ablution 1,95,a-p85.3,Ablution,"When a person was initiated into a higher state: e.g., when Aaron and his sons were set apart to the priest’s office, they were washed with water previous to their investiture with the priestly robes ([Lev. 8:6](/lev#Lev.8.6)).",1.0,unmatched,unmatched,,
Ablution 2,96,a-p85.3,Ablution,"Before the priests approached the altar of God, they were required, on pain of death, to wash their hands and their feet to cleanse them from the soil of common life ([Ex. 30:17-21](/exod#Exod.30.17)). To this practice the Psalmist alludes, [Ps. 26:6](/ps#Ps.26.6).",2.0,unmatched,unmatched,,
Ablution 3,97,a-p85.3,Ablution,There were washings prescribed for the purpose of cleansing from positive defilement contracted by particular acts. Of such washings eleven different species are prescribed in the Levitical law ([Lev. 12](/lev#Lev.12)-15).,3.0,unmatched,unmatched,,
Ablution 4,98,a-p85.3,Ablution,"A fourth class of ablutions is mentioned, by which a person purified or absolved himself from the guilt of some particular act. For example, the elders of the nearest village where some murder was committed were required, when the murderer was unknown, to wash their hands over the expiatory heifer which was beheaded, and in doing so to say, “Our hands have not shed this blood, neither have our eyes seen it” ([Deut. 21:1-9](/deut#Deut.21.1)). So also Pilate declared himself innocent of the blood of Jesus by washing his hands ([Matt. 27:24](/matt#Matt.27.24)). This act of Pilate may not, however, have been borrowed from the custom of the Jews. The same practice was common among the Greeks and Romans.

 The Pharisees carried the practice of ablution to great excess, thereby claiming extraordinary purity ([Matt. 23:25](/matt#Matt.23.25)). Mark (7:1-5) refers to the ceremonial ablutions. The Pharisees washed their hands “oft,” more correctly, “with the fist” (R.V., “diligently”), or as an old father, Theophylact, explains it, “up to the elbow.” (Compare also [Mark 7:4](/mark#Mark.7.4); [Lev. 6:28](/lev#Lev.6.28); [11](/lev#Lev.11): 32-36; 15:22)",4.0,unmatched,unmatched,,
Abner,99,a-p90.6,Abner,"Father of light; i.e., “enlightening”, the son of Ner and uncle of Saul. He was commander-in-chief of Saul’s army ([1 Sam. 14:50](/1sam#1Sam.14.50); [17:55](/1sam#1Sam.17.55); [20:25](/1sam#1Sam.20.25)). He first introduced David to the court of Saul after the victory over Goliath ([1 Sam. 17:57](/1sam#1Sam.17.57)). After the death of Saul, David was made king over Judah, and reigned in Hebron. Among the other tribes there was a feeling of hostility to Judah; and Abner, at the head of Ephraim, fostered this hostility in the interest of the house of Saul, whose son Ish-bosheth he caused to be proclaimed king ([2 Sam. 2:8](/2sam#2Sam.2.8)). A state of war existed between these two kings. A battle fatal to Abner, who was the leader of Ish-boseth’s army, was fought with David’s army under Joab at Gibeon ([2 Sam. 2:12](/2sam#2Sam.2.12)). Abner, escaping from the field, was overtaken by Asahel, who was “light of foot as a wild roe,” the brother of Joab and Abishai, whom he thrust through with a back stroke of his spear ([2 Sam. 2](/2sam#2Sam.2): 18-32).

 Being rebuked by Ish-bosheth for the impropriety of taking to wife Rizpah, who had been a concubine of King Saul, he found an excuse for going over to the side of David, whom he now professed to regard as anointed by the Lord to reign over all Israel. David received him favourably, and promised that he would have command of the armies. At this time Joab was absent from Hebron, but on his return he found what had happened. Abner had just left the city; but Joab by a stratagem recalled him, and meeting him at the gate of the city on his return, thrust him through with his sword ([2 Sam. 3:27](/2sam#2Sam.3.27), [31](/2sam#2Sam.3.31)-39; 4:12. Comp. [1 Kings 2:5](/1kgs#1Kgs.2.5), [32](/1kgs#1Kgs.2.32)). David lamented in pathetic words the death of Abner, “Know ye not that there is a prince and a great man fallen this day in Israel?” ([2 Sam. 3:33-38](/2sam#2Sam.3.33).)",0.0,person,abner_57,abner_57,
Abomination,100,a-p92.6,Abomination,"
This word is used, ",0.0,unmatched,unmatched,,
Abomination 1,101,a-p92.6,Abomination,"To express the idea that the Egyptians considered themselves as defiled when they ate with strangers ([Gen. 43:32](/gen#Gen.43.32)). The Jews subsequently followed the same practice, holding it unlawful to eat or drink with foreigners ([John 18:28](/john#John.18.28); [Acts 10:28](/acts#Acts.10.28); [11:3](/acts#Acts.11.3)).",1.0,unmatched,unmatched,,
Abomination 2,102,a-p92.6,Abomination,"Every shepherd was “an abomination” unto the Egyptians ([Gen. 46:34](/gen#Gen.46.34)). This aversion to shepherds, such as the Hebrews, arose probably from the fact that Lower and Middle Egypt had formerly been held in oppressive subjection by a tribe of nomad shepherds (the Hyksos), who had only recently been expelled, and partly also perhaps from this other fact that the Egyptians detested the lawless habits of these wandering shepherds.",2.0,unmatched,unmatched,,
Abomination 3,103,a-p92.6,Abomination,"Pharaoh was so moved by the fourth plague, that while he refused the demand of Moses, he offered a compromise, granting to the Israelites permission to hold their festival and offer their sacrifices in Egypt. This permission could not be accepted, because Moses said they would have to sacrifice “the abomination of the Egyptians” ([Ex. 8:26](/exod#Exod.8.26)); i.e., the cow or ox, which all the Egyptians held as sacred, and which they regarded it as sacrilegious to kill.",3.0,unmatched,unmatched,,
