personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
abihu_33,wip,33,Abihu,Abihu,,,checked,,,Male,,,-1700,,-1015,,,Tribe of Levi,Abihu,"Father of Him; i.e., “worshipper of God”, the second of the sons of Aaron ([Ex. 6:23](/exod#Exod.6.23); [Num. 3:2](/num#Num.3.2); [26:60](/num#Num.26.60); [1 Chr. 6:3](/1chr#1Chr.6.3)). Along with his three brothers he was consecrated to the priest’s office ([Ex. 28:1](/exod#Exod.28.1)). With his father and elder brother he accompanied the seventy elders part of the way up the mount with Moses ([Ex. 24:1](/exod#Exod.24.1), [9](/exod#Exod.24.9)). On one occasion he and Nadab his brother offered incense in their censers filled with “strange” (i.e., common) fire, i.e., not with fire taken from the great brazen altar ([Lev. 6:9](/lev#Lev.6.9), etc.), and for this offence they were struck dead, and were taken out and buried without the camp ([Lev. 10:1-11](/lev#Lev.10.1); comp. [Num. 3:4](/num#Num.3.4); [26:61](/num#Num.26.61); [1 Chr. 24:2](/1chr#1Chr.24.2)). It is probable that when they committed this offence they were intoxicated, for immediately after is given the law prohibiting the use of wine or strong drink to the priests.",,,12,"Exod.6.23,Exod.24.1,Exod.24.9,Exod.28.1,Lev.10.1,Num.3.2,Num.3.4,Num.26.60,Num.26.61,1Chr.6.3,1Chr.24.1,1Chr.24.2",elisheba_1162,aaron_1,,,"ithamar_649,eleazar_1062,nadab_2128",,,,A,abihu_33,2019-07-27 11:49
abihud_34,wip,34,Abihud,Abihud,,,checked,,,Male,,,0,,0,,,Tribe of Benjamin,Abihud 1,"One of the sons of Bela, the son of Benjamin ([1 Chr. 8:3](/1chr#1Chr.8.3)); called also Ahihud (ver. 7).",,,1,1Chr.8.3,,bela_436,,,"abishua_52,addar_80,ahoah_168,ard_294,iri_613,jerimoth_864,ezbon_1236,gera_1300,naaman_2121,uzzi_2919,uzziel_2931",,,,A,abihud_34,2019-07-27 11:49
abijah_14,wip,14,Abijah,Abijah,,,checked,checked,Abijah (daughter of Zechariah),Female,,,-726,,-726,,,Genealogy of Jesus,Abijah 7,"The daughter of Zechariah ([2 Chr. 29:1](/2chr#2Chr.29.1); comp. [Isa. 8:2](/isa#Isa.8.2)), and afterwards the wife of Ahaz. She is also called Abi ([2 Kings 18:2](/2kgs#2Kgs.18.2)).",,,2,"2Kgs.18.2,2Chr.29.1",,zechariah_2970,ahaz_118,hezekiah_1512,,,,,A,abijah_14,2019-07-27 11:49
abijah_35,wip,35,Abijah,Abijah,,,checked,checked,Abijah (son of Jeroboam),Male,,,0,,0,,,,Abijah 6,"A son of Jeroboam, the first king of Israel. On account of his severe illness when a youth, his father sent his wife to consult the prophet Ahijah regarding his recovery. The prophet, though blind with old age, knew the wife of Jeroboam as soon as she approached, and under a divine impulse he announced to her that inasmuch as in Abijah alone of all the house of Jeroboam there was found “some good thing toward the Lord,” he only would come to his grave in peace. As his mother crossed the threshold of the door on her return, the youth died, and “all Israel mourned for him” ([1 Kings 14:1-18](/1kgs#1Kgs.14.1)).",,,1,1Kgs.14.1,,jeroboam_872,,,nadab_2129,,,,A,abijah_35,2019-07-27 11:49
abijah_36,wip,36,Abijah,Abijah,,Abia,checked,checked,Abijah (The Lord is my Father),Male,,,-1015,,-5,,,,Abijah 4,"A descendant of Eleazar, the son of Aaron, a chief of one of the twenty-four orders into which the priesthood was divided by David ([1 Chr. 24:10](/1chr#1Chr.24.10)). The order of Abijah was one of those which did not return from the Captivity ([Ezra 2:36-39](/ezra#Ezra.2.36); [Neh. 7:39-42](/neh#Neh.7.39); [12:1](/neh#Neh.12.1)).",,,2,"1Chr.24.10,Luke.1.5",,,,,,,,,A,abijah_36,2019-07-27 11:49
abijah_37,wip,37,Abijah,Abijah,,,checked,checked,Abijah (my Father is Yah) a Biblical Hebrew unisex name,Male,,,-445,,-445,,,,,,,,3,"Neh.10.7,Neh.12.4,Neh.12.17",,,,,,,,,A,abijah_37,2019-07-27 11:49
abijah_38,wip,38,Abijah,Abijah,,"Abijam,Abia",checked,checked,Abijah (son of Jeroboam),Male,,,-1053,-907,26,jerusalem_636,jerusalem_636,"Tribe of Judah,Genealogy of Jesus",Abijah 5,"The son of Rehoboam, whom he succeeded on the throne of Judah ([1 Chr. 3:10](/1chr#1Chr.3.10)). He is also called Abijam ([1 Kings 14:31](/1kgs#1Kgs.14.31); [15:1-8](/1kgs#1Kgs.15.1)). He began his three years’ reign ([2 Chr. 12:16](/2chr#2Chr.12.16); [13:1](/2chr#2Chr.13.1), [2](/2chr#2Chr.13.2)) with a strenuous but unsuccessful effort to bring back the ten tribes to their allegiance. His address to “Jeroboam and all Israel,” before encountering them in battle, is worthy of being specially noticed ([2 Chr. 13:5-12](/2chr#2Chr.13.5)). It was a very bloody battle, no fewer than 500,000 of the army of Israel having perished on the field. He is described as having walked “in all the sins of his father” ([1 Kings 15:3](/1kgs#1Kgs.15.3); [2 Chr. 11:20-22](/2chr#2Chr.11.20)). It is said in [1 Kings 15:2](/1kgs#1Kgs.15.2) that “his mother’s name was Maachah, the daughter of Abishalom;” but in [2 Chr. 13:2](/2chr#2Chr.13.2) we read, “his mother’s name was Michaiah, the daughter of Uriel of Gibeah.” The explanation is that Maachah is just a variation of the name Michaiah, and that Abishalom is probably the same as Absalom, the son of David. It is probable that “Uriel of Gibeah” married Tamar, the daughter of Absalom ([2 Sam. 14:27](/2sam#2Sam.14.27)), and by her had Maachah. The word “daughter” in [1 Kings 15:2](/1kgs#1Kgs.15.2) will thus, as it frequently elsewhere does, mean grand-daughter.",,,20,"1Kgs.14.31,1Kgs.15.1,1Kgs.15.7,1Kgs.15.8,1Chr.3.10,2Chr.11.20,2Chr.11.22,2Chr.12.16,2Chr.13.1,2Chr.13.2,2Chr.13.3,2Chr.13.4,2Chr.13.15,2Chr.13.17,2Chr.13.19,2Chr.13.20,2Chr.13.21,2Chr.13.22,2Chr.14.1,Matt.1.7",maachah_1841,rehoboam_2412,,asa_318,"attai_365,shelomith_2610,ziza_3098",,"jeush_1603,shamariah_2531,zaham_2980",,A,abijah_38,2020-12-02 16:42
abimael_39,publish,39,Abimael,Abimael,,,checked,,,Male,,,-2207,,-2207,,,,Abimael,"Father of Mael, one of the sons or descendants of Joktan, in Northern Arabia ([Gen. 10:28](/gen#Gen.10.28); [1 Chr. 1:22](/1chr#1Chr.1.22)).",,,2,"Gen.10.28,1Chr.1.22",,joktan_1686,,,"almodad_191,jerah_842,diklah_1011,hadoram_1345,havilah_1462,hazarmaveth_1465,jobab_1640,ebal_2227,ophir_2253,sheba_2568,sheleph_2602,uzal_2911",,,,A,abimael_39,2020-05-17 01:54
abimelech_40,publish,40,Abimelech (King of Gerar),Abimelech,,,checked,,"Abimelech was a son of judge Gideon. His name can best be interpreted ""my father is king"", claiming the inherited right to rule. He is introduced in Judges 8:31 as the son of Gideon and his Shechemite concubine, and the biblical account of his reign is described in chapter nine of the Book of Judges.",Male,,,-1897,,-1804,,,,Abimelech 2,"A king of Gerar in the time of Isaac, probably the son of the preceeding ([Gen. 26:1-22](/gen#Gen.26.1)). Isaac sought refuge in his territory during a famine, and there he acted a part with reference to his wife Rebekah similar to that of his father Abraham with reference to Sarah. Abimelech rebuked him for the deception, which he accidentally discovered. Isaac settled for a while here, and prospered. Abimelech desired him, however, to leave his territory, which Isaac did. Abimelech afterwards visited him when he was encamped at Beer-sheba, and expressed a desire to renew the covenant which had been entered into between their fathers ([Gen. 26:26-31](/gen#Gen.26.26)).",,,23,"Gen.20.2,Gen.20.3,Gen.20.4,Gen.20.8,Gen.20.9,Gen.20.10,Gen.20.14,Gen.20.15,Gen.20.17,Gen.20.18,Gen.21.22,Gen.21.25,Gen.21.26,Gen.21.27,Gen.21.29,Gen.21.32,Gen.26.1,Gen.26.8,Gen.26.9,Gen.26.10,Gen.26.11,Gen.26.16,Gen.26.26",,,,,,,,,A,abimelech_40,2020-09-13 02:18
abimelech_41,wip,41,Abimelech,Abimelech,,,checked,checked,A name borne by five Old Testament persons.,Male,,,-1245,,-1232,,,,Abimelech 3,"A son of Gideon ([Judg. 9:1](/judg#Judg.9.1)), who was proclaimed king after the death of his father ([Judg. 8:33-9:6](/judg#Judg.8.33)). One of his first acts was to murder his brothers, seventy in number, “on one stone,” at Ophrah. Only one named Jotham escaped. He was an unprincipled, ambitious ruler, often engaged in war with his own subjects. When engaged in reducing the town of Thebez, which had revolted, he was struck mortally on his head by a mill-stone, thrown by the hand of a woman from the wall above. Perceiving that the wound was mortal, he desired his armour-bearer to thrust him through with his sword, that it might not be said he had perished by the hand of a woman ([Judg. 9:50-57](/judg#Judg.9.50)).",,,36,"Judg.8.31,Judg.9.1,Judg.9.3,Judg.9.4,Judg.9.6,Judg.9.16,Judg.9.18,Judg.9.19,Judg.9.20,Judg.9.21,Judg.9.22,Judg.9.23,Judg.9.24,Judg.9.25,Judg.9.27,Judg.9.28,Judg.9.29,Judg.9.31,Judg.9.34,Judg.9.35,Judg.9.38,Judg.9.39,Judg.9.40,Judg.9.41,Judg.9.42,Judg.9.44,Judg.9.45,Judg.9.47,Judg.9.48,Judg.9.49,Judg.9.50,Judg.9.52,Judg.9.55,Judg.9.56,Judg.10.1,Judg.9.53",,gideon_1314,,,"jether_906,jotham_1734",,,,A,abimelech_41,2020-09-13 02:18
abimelech_42,wip,42,Abimelech,Abimelech,,,checked,checked,Abimelech (who died in Thebez),Male,,,-1035,,-1035,,,,,,,,1,2Sam.11.21,,jerubbesheth_881,,,,,,,A,abimelech_42,2019-07-27 11:49
abinadab_43,wip,43,Abinadab,Abinadab,,,checked,checked,"Abinadab (father of nobleness; i.e., ""noble."". A Levite of Kirjath-jearim, in whose house the ark of the covenant was deposited after having been brought back from the land of the Philistines ( 1 Samuel 7:1 ). It remained there twenty years, till it was at length removed by David. The second of the eight sons of Jesse ( 1 Samuel 16:8 ). He was with Saul in the campaign against the Philistines in which Goliath was slain. One of Saul's sons, who peristed with his father in the battle of Gilboa. One of Solomon's officers, who ""provided victuals for the king and his household."" He presided, for this purpose, over the district of Dor.",Male,,,-1042,,-1042,,,,Abinadab 1,"A Levite of Kirjath-jearim, in whose house the ark of the covenant was deposited after having been brought back from the land of the Philistines ([1 Sam. 7:1](/1sam#1Sam.7.1)). It remained there twenty years, till it was at length removed by David ([1 Sam. 7:1](/1sam#1Sam.7.1), [2](/1sam#1Sam.7.2); [1 Chr. 13:7](/1chr#1Chr.13.7)).",,,4,"1Sam.7.1,2Sam.6.3,2Sam.6.4,1Chr.13.7",,,,"uzzah_2916,eleazar_1063,ahio_154",,,,,A,abinadab_43,2019-07-27 11:49
abinadab_44,wip,44,Abinadab,Abinadab,,,checked,checked,Abinadab (Second son of Jesse),Male,,,-1752,,-1063,,,Tribe of Judah,Abinadab 2,The second of the eight sons of Jesse ([1 Sam. 16:8](/1sam#1Sam.16.8)). He was with Saul in the campaign against the Philistines in which Goliath was slain ([1 Sam. 17:13](/1sam#1Sam.17.13)).,,,3,"1Sam.16.8,1Sam.17.13,1Chr.2.13",,jesse_903,,,"david_994,eliab_1075,elihu_1129,nethaneel_2189,ozem_2260,raddai_2387,shammah_2700",,,,A,abinadab_44,2019-07-27 11:49
abinadab_45,wip,45,Abinadab,Abinadab,,,checked,checked,Ben-Abinadab—in Naphoth Dor (he was married to Taphath daughter of Solomon),Male,,,-1014,,-1014,,,,Abinadab 4,"One of Solomon’s officers, who “provided victuals for the king and his household.” He presided, for this purpose, over the district of Dor ([1 Kings 4:11](/1kgs#1Kgs.4.11)).",,,1,1Kgs.4.11,,,,son_of_abinadab_2763,,,,,A,abinadab_45,2019-07-27 11:49
abinadab_641,wip,641,Abinadab,Abinadab,,Ishui,checked,checked,Abinadab(brother ofJonathan),Male,,,-1200,,-1056,,,,Abinadab 3,"One of Saul’s sons, who peristed with his father in the battle of Gilboa ([1 Sam. 31:2](/1sam#1Sam.31.2); [1 Chr. 10:2](/1chr#1Chr.10.2)).",,,5,"1Sam.14.49,1Sam.31.2,1Chr.8.33,1Chr.9.39,1Chr.10.2",ahinoam_152,saul_2478,,,"ish-bosheth_622,jonathan_1692,malchi-shua_1990,merab_2001,michal_2073",,"armoni_309,mephibosheth_2000",,A,abinadab_641,2019-07-27 11:49
abinoam_46,wip,46,Abinoam,Abinoam,,,checked,,,Male,,,-1285,,-1285,,,,Abinoam,"Father of kindness, the father of Barak ([Judg. 4:6](/judg#Judg.4.6); [5:1](/judg#Judg.5.1)).",,,4,"Judg.4.6,Judg.4.12,Judg.5.1,Judg.5.12",,,,barak_401,,,,,A,abinoam_46,2019-07-27 11:49
abiram_47,publish,47,Abiram (son of Eliab),Abiram,,,checked,,"[ Korah, Dathan and Abiram ] Korah son of Izhar, the son of Kohath, the son of Levi, and certain Reubenites—Dathan and Abiram, sons of Eliab, and On son of Peleth—became insolent In Context | Full Chapter | Other Translations Numbers 16:12 Then Moses summoned Dathan and Abiram, the sons of Eliab. But they said, “We will not come! In Context | Full Chapter | Other Translations Numbers 16:24 “Say to the assembly, ‘Move away from the tents of Korah, Dathan and Abiram.’” In Context | Full Chapter | Other Translations Numbers 16:25 Moses got up and went to Dathan and Abiram, and the elders of Israel followed him. In Context | Full Chapter | Other Translations Numbers 16:27 So they moved away from the tents of Korah, Dathan and Abiram. Dathan and Abiram had come out and were standing with their wives, children and little ones at the entrances to their tents. In Context | Full Chapter | Other Translations Numbers 26:9 and the sons of Eliab were Nemuel, Dathan and Abiram. The same Dathan and Abiram were the community officials who rebelled against Moses and Aaron and were among Korah’s followers when they rebelled against the Lord. In Context | Full Chapter | Other Translations Deuteronomy 11:6 and what he did to Dathan and Abiram, sons of Eliab the Reubenite, when the earth opened its mouth right in the middle of all Israel and swallowed them up with their households, their tents and every living thing that belonged to them. In Context | Full Chapter | Other Translations 1 Kings 16:34 In Ahab’s time, Hiel of Bethel rebuilt Jericho. He laid its foundations at the cost of his firstborn son Abiram, and he set up its gates at the cost of his youngest son Segub, in accordance with the word of the Lord spoken by Joshua son of Nun. In Context | Full Chapter | Other Translations Psalm 106:17 The earth opened up and swallowed Dathan; it buried the company of Abiram.",Male,,,-1491,,-1452,,,Tribe of Reuben,Abiram 1,"One of the sons of Eliab, who joined Korah in the conspiracy against Moses and Aaron. He and all the conspirators, with their families and possessions (except the children of Korah), were swallowed up by an earthquake ([Num. 16:1-27](/num#Num.16.1); [26:9](/num#Num.26.9); [Ps. 106:17](/ps#Ps.106.17)).",,,8,"Num.16.1,Num.16.12,Num.16.24,Num.16.25,Num.16.27,Num.26.9,Deut.11.6,Ps.106.17",,eliab_1074,,,"dathan_982,nemuel_2177",,,,A,abiram_47,2020-07-11 18:26
abiram_48,wip,48,Abiram,Abiram,,,checked,,"Abiram (A member of the tribe of Reuben who, along with Dathan and Korah, opposed the authority of Moses and Aaron (Num 16:1–17:5). Fire devoured 250 conspirators at the entrance to the tent of meeting, and when Dathan and Abiram refused to come, the earth opened and swallowed them, their families, and all their belongings (Deut 11:6; Psa 106:17).",Male,,,-918,,-918,,,,Abiram 2,"The eldest son of Hiel the Bethelite, who perished prematurely in consequence of his father’s undertaking to rebuild Jericho ([1 Kings 16:34](/1kgs#1Kgs.16.34)), according to the words of Joshua (6:26).",,,1,1Kgs.16.34,,hiel_1522,,,segub_2483,,,,A,abiram_48,2020-07-11 18:26
abishag_49,wip,49,Abishag,Abishag,,,checked,,,Female,,,-1015,,-1014,,,,Abishag,"Father of (i.e., “given to”) error, a young woman of Shunem, distinguished for her beauty. She was chosen to minister to David in his old age. She became his wife ([1 Kings 1:3](/1kgs#1Kgs.1.3), [4](/1kgs#1Kgs.1.4), [15](/1kgs#1Kgs.1.15)). After David’s death Adonijah persuaded Bathsheba, Solomon’s mother, to entreat the king to permit him to marry Abishag. Solomon suspected in this request an aspiration to the throne, and therefore caused him to be put to death ([1 Kings 2:17-25](/1kgs#1Kgs.2.17)).",,,5,"1Kgs.1.3,1Kgs.1.15,1Kgs.2.17,1Kgs.2.21,1Kgs.2.22",,,,,,,,,A,abishag_49,2019-07-27 11:49
abishai_50,wip,50,Abishai,Abishai,,,checked,,,Male,,,-1752,,-1018,,,,Abishai,"Father of (i.e., “desirous of”) a gift, the eldest son of Zeruiah, David’s sister. He was the brother of Joab and Asahel ([2 Sam. 2:18](/2sam#2Sam.2.18); [1 Chr. 2:16](/1chr#1Chr.2.16)). Abishai was the only one who accompanied David when he went to the camp of Saul and took the spear and the cruse of water from Saul’s bolster ([1 Sam. 26:5-12](/1sam#1Sam.26.5)). He had the command of one of the three divisions of David’s army at the battle with Absalom ([2 Sam. 18:2](/2sam#2Sam.18.2), [5](/2sam#2Sam.18.5), [12](/2sam#2Sam.18.12)). He slew the Philistine giant Ishbi-benob, who threatened David’s life ([2 Sam. 21:15-17](/2sam#2Sam.21.15)). He was the chief of the second rank of the three “mighties” ([2 Sam. 23:18](/2sam#2Sam.23.18), [19](/2sam#2Sam.23.19); [1 Chr. 11:20](/1chr#1Chr.11.20), [21](/1chr#1Chr.11.21)); and on one occasion withstood 300 men, and slew them with his own spear ([2 Sam. 23:18](/2sam#2Sam.23.18)). Abishai is the name of the Semitic chief who offers gifts to the lord of Beni-Hassan. See illustration facing page 10.",,,24,"1Sam.26.6,1Sam.26.7,1Sam.26.8,1Sam.26.9,2Sam.2.18,2Sam.2.24,2Sam.3.30,2Sam.10.10,2Sam.10.14,2Sam.16.9,2Sam.16.11,2Sam.18.2,2Sam.18.5,2Sam.18.12,2Sam.19.21,2Sam.20.6,2Sam.20.10,2Sam.21.17,2Sam.23.18,1Chr.2.16,1Chr.11.20,1Chr.18.12,1Chr.19.11,1Chr.19.15",zeruiah_3055,,,,"asahel_320,joab_1617",,,,A,abishai_50,2019-07-27 11:49
abishua_51,wip,51,Abishua,Abishua,,,checked,checked,Abishua (the father of Bukki),Male,,,-1700,,-457,,,Tribe of Levi,Abishua 2,"The son of Phinehas the high priest ([1 Chr. 6:4](/1chr#1Chr.6.4), [5](/1chr#1Chr.6.5), [50](/1chr#1Chr.6.50); [Ezra 7:5](/ezra#Ezra.7.5)).",,,4,"1Chr.6.4,1Chr.6.5,1Chr.6.50,Ezra.7.5",,phinehas_2349,,bukki_523,,,,,A,abishua_51,2019-07-27 11:49
abishua_52,wip,52,Abishua,Abishua,,,checked,checked,Abishua (son of Bela),Male,,,0,,0,,,Tribe of Benjamin,Abishua 1,The grandson of Benjamin ([1 Chr. 8:4](/1chr#1Chr.8.4)).,,,1,1Chr.8.4,,bela_436,,,"abihud_34,addar_80,ahoah_168,ard_294,iri_613,jerimoth_864,ezbon_1236,gera_1300,naaman_2121,uzzi_2919,uzziel_2931",,,,A,abishua_52,2019-07-27 11:49
abishur_53,wip,53,Abishur,Abishur,,,checked,,,Male,,,-1470,,-1470,,,Tribe of Judah,Abishur,"Father of the wall; i.e., “mason”, one of the two sons of Shammai of the tribe of Judah ([1 Chr. 2:28](/1chr#1Chr.2.28), [29](/1chr#1Chr.2.29)).",,,2,"1Chr.2.28,1Chr.2.29",,shammai_2542,abihail_29,"molid_2105,ahban_122",nadab_2130,,,,A,abishur_53,2019-07-27 11:49
abital_54,wip,54,Abital,Abital,,,checked,,,Female,,,-1053,,-1048,,,,Abital,"Father of dew; i.e., “fresh”, David’s fifth wife ([2 Sam. 3:4](/2sam#2Sam.3.4)).",,,2,"2Sam.3.4,1Chr.3.3",,,david_994,shephatiah_2657,,,,,A,abital_54,2019-07-27 11:49
abitub_55,wip,55,Abitub,Abitub,,,checked,,,Male,,,0,,0,,,,Abitub,"Father of goodness, a Benjamite ([1 Chr. 8:11](/1chr#1Chr.8.11)).",,,1,1Chr.8.11,hushim_1581,shaharaim_2513,,,elpaal_1185,,"jeuz_1604,jobab_1643,malcham_1900,mesha_2011,mirma_2089,shachia_2512,zibia_3063",,A,abitub_55,2019-07-27 11:49
abiud_56,wip,56,Abiud,Abiud,,,checked,,,Male,,,26,,26,,,"Tribe of Judah,Genealogy of Jesus",Abihud 2,"A descendant of Zerubbabel and father of Eliakim ([Matt. 1:13](/matt#Matt.1.13), “Abiud”); called also Juda ([Luke 3:26](/luke#Luke.3.26)), and Obadiah ([1 Chr. 3:21](/1chr#1Chr.3.21)).",,,1,Matt.1.13,,zerubbabel_3054,,eliakim_1087,"berechiah_471,hananiah_1384,hasadiah_1426,hashubah_1445,jushab-hesed_1765,meshullam_2021,ohel_2240,shelomith_2606",,,,A,abiud_56,2019-07-27 11:49
abner_57,wip,57,Abner,Abner,,,checked,,,Male,,,-1087,,-1014,,,,Abner,"Father of light; i.e., “enlightening”, the son of Ner and uncle of Saul. He was commander-in-chief of Saul’s army ([1 Sam. 14:50](/1sam#1Sam.14.50); [17:55](/1sam#1Sam.17.55); [20:25](/1sam#1Sam.20.25)). He first introduced David to the court of Saul after the victory over Goliath ([1 Sam. 17:57](/1sam#1Sam.17.57)). After the death of Saul, David was made king over Judah, and reigned in Hebron. Among the other tribes there was a feeling of hostility to Judah; and Abner, at the head of Ephraim, fostered this hostility in the interest of the house of Saul, whose son Ish-bosheth he caused to be proclaimed king ([2 Sam. 2:8](/2sam#2Sam.2.8)). A state of war existed between these two kings. A battle fatal to Abner, who was the leader of Ish-boseth’s army, was fought with David’s army under Joab at Gibeon ([2 Sam. 2:12](/2sam#2Sam.2.12)). Abner, escaping from the field, was overtaken by Asahel, who was “light of foot as a wild roe,” the brother of Joab and Abishai, whom he thrust through with a back stroke of his spear ([2 Sam. 2](/2sam#2Sam.2): 18-32).

 Being rebuked by Ish-bosheth for the impropriety of taking to wife Rizpah, who had been a concubine of King Saul, he found an excuse for going over to the side of David, whom he now professed to regard as anointed by the Lord to reign over all Israel. David received him favourably, and promised that he would have command of the armies. At this time Joab was absent from Hebron, but on his return he found what had happened. Abner had just left the city; but Joab by a stratagem recalled him, and meeting him at the gate of the city on his return, thrust him through with his sword ([2 Sam. 3:27](/2sam#2Sam.3.27), [31](/2sam#2Sam.3.31)-39; 4:12. Comp. [1 Kings 2:5](/1kgs#1Kgs.2.5), [32](/1kgs#1Kgs.2.32)). David lamented in pathetic words the death of Abner, “Know ye not that there is a prince and a great man fallen this day in Israel?” ([2 Sam. 3:33-38](/2sam#2Sam.3.33).)",,,53,"1Sam.14.50,1Sam.14.51,1Sam.17.55,1Sam.17.57,1Sam.20.25,1Sam.26.5,1Sam.26.7,1Sam.26.14,1Sam.26.15,2Sam.2.8,2Sam.2.12,2Sam.2.14,2Sam.2.17,2Sam.2.19,2Sam.2.20,2Sam.2.21,2Sam.2.22,2Sam.2.23,2Sam.2.24,2Sam.2.25,2Sam.2.26,2Sam.2.29,2Sam.2.30,2Sam.2.31,2Sam.3.6,2Sam.3.7,2Sam.3.8,2Sam.3.9,2Sam.3.11,2Sam.3.12,2Sam.3.16,2Sam.3.17,2Sam.3.19,2Sam.3.20,2Sam.3.21,2Sam.3.22,2Sam.3.23,2Sam.3.24,2Sam.3.25,2Sam.3.26,2Sam.3.27,2Sam.3.28,2Sam.3.30,2Sam.3.31,2Sam.3.32,2Sam.3.33,2Sam.3.37,2Sam.4.1,2Sam.4.12,1Kgs.2.5,1Kgs.2.32,1Chr.26.28,1Chr.27.21",,ner_2181,,jaasiel_666,,,,,A,abner_57,2019-07-27 11:49
