"StrongsID","lemma","xlit","pronounce","description","PartOfSpeech","Language"
"G1163","δεῖ","deî","die","3rd person singular active present of δέω; also deon deh-on'; neuter active participle of the same; both used impersonally; it is (was, etc.) necessary (as binding):--behoved, be meet, must (needs), (be) need(-ful), ought, should.","Verb","greek"
"G1164","δεῖγμα","deîgma","digh'-mah","from the base of δεικνύω; a specimen (as shown):--example.","Noun Neuter","greek"
"G1165","δειγματίζω","deigmatízō","digh-mat-id'-zo","from δεῖγμα; to exhibit:--make a shew.","Verb","greek"
"G1166","δεικνύω","deiknýō","dike-noo'-o","a prolonged form of an obsolete primary of the same meaning; to show (literally or figuratively):--shew.","Verb","greek"
"G1167","δειλία","deilía","di-lee'-ah","from δειλός; timidity:--fear.","Noun Feminine","greek"
"G1168","δειλιάω","deiliáō","di-lee-ah'-o","from δειλία; to be timid:--be afraid.","Verb","greek"
"G1169","δειλός","deilós","di-los'","from  (dread); timid, i.e. (by implication) faithless:--fearful.","Adjective","greek"
"G117","Ἀθηναῖος","Athēnaîos","ath-ay-nah'-yos","from Ἀθῆναι; an Athenæan or inhabitant of Athenæ:--Athenian.","Adjective","greek"
"G1170","δεῖνα","deîna","di'-nah","probably from the same as δεινῶς (through the idea of forgetting the name as fearful, i.e. strange); so and so (when the person is not specified):--such a man.","Noun","greek"
"G1171","δεινῶς","deinōs","di-noce'","adverb from a derivative of the same as δειλός; terribly, i.e. excessively:--grievously, vehemently.","Adverb","greek"
"G1172","δειπνέω","deipnéō","dipe-neh'-o","from δεῖπνον; to dine, i.e. take the principle (or evening) meal:--sup (X -er).","Verb","greek"
"G1173","δεῖπνον","deîpnon","dipe'-non","from the same as δαπάνη; dinner, i.e. the chief meal (usually in the evening):--feast, supper.","Noun Neuter","greek"
"G1174","δεισιδαιμονέστερος","deisidaimonésteros","dice-ee-dahee-mon-es'-ter-os","the compound of a derivative of the base of δειλός and δαίμων; more religious than others:--too superstitious.","Adjective","greek"
"G1175","δεισιδαιμονία","deisidaimonía","dice-ee-dahee-mon-ee'-ah","from the same as δεισιδαιμονέστερος; religion:--superstition.","Noun Feminine","greek"
"G1176","δέκα","déka","dek'-ah","a primary number; ten:--(eight-)een, ten.","Noun","greek"
"G1177","δεκαδύο","dekadýo","dek-ad-oo'-o","from δέκα and δύο; two and ten, i.e. twelve:--twelve.","Noun","greek"
"G1178","δεκαπέντε","dekapénte","dek-ap-en'-teh","from δέκα and πέντε; ten and five, i.e. fifteen:--fifteen.","Noun","greek"
"G1179","Δεκάπολις","Dekápolis","dek-ap'-ol-is","from δέκα and πόλις; the ten-city region; the Decapolis, a district in Syria:--Decapolis.","Noun Location","greek"
"G118","ἀθλέω","athléō","ath-leh'-o","from  (a contest in the public lists); to contend in the competitive games:--strive.","Verb","greek"
"G1180","δεκατέσσαρες","dekatéssares","dek-at-es'-sar-es","from δέκα and τέσσαρες; ten and four, i.e. fourteen:--fourteen.","Noun","greek"
"G1181","δεκάτη","dekátē","dek-at'-ay","feminine of δέκατος; a tenth, i.e. as a percentage or (technically) tithe:--tenth (part), tithe.","Adjective","greek"
"G1182","δέκατος","dékatos","dek'-at-os","ordinal from δέκα; tenth:--tenth.","Adjective","greek"
"G1183","δεκατόω","dekatóō","dek-at-o'-o","from δεκάτη; to tithe, i.e. to give or take a tenth:--pay (receive) tithes.","Verb","greek"
"G1184","δεκτός","dektós","dek-tos'","from δέχομαι; approved; (figuratively) propitious:-- accepted(-table).","Adjective","greek"
"G1185","δελεάζω","deleázō","del-eh-ad'-zo","from the base of δόλος; to entrap, i.e. (figuratively) delude:--allure, beguile, entice.","Verb","greek"
"G1186","δένδρον","déndron","den'-dron","probably from  (an oak); a tree:--tree.","Noun Neuter","greek"
"G1187","δεξιολάβος","dexiolábos","dex-ee-ol-ab'-os","from δεξιός and λαμβάνω; a guardsman (as if taking the right) or light-armed soldier:--spearman.","Noun Masculine","greek"
"G1188","δεξιός","dexiós","dex-ee-os'","from δέχομαι; the right side or (feminine) hand (as that which usually takes):--right (hand, side).","Adjective","greek"
"G1189","δέομαι","déomai","deh'-om-ahee","middle voice of δέω; to beg (as binding oneself), i.e. petition:--beseech, pray (to), make request. Compare πυνθάνομαι.","Verb","greek"
"G119","ἄθλησις","áthlēsis","ath'-lay-sis","from ἀθλέω; a struggle (figuratively):--fight.","Noun Feminine","greek"
"G1190","Δερβαῖος","Derbaîos","der-bah'-ee-os","from Δέρβη; a Derbæan or inhabitant of Derbe:--of Derbe.","Adjective","greek"
"G1191","Δέρβη","Dérbē","der-bay'","of foreign origin; Derbe, a place in Asia Minor:--Derbe.","Noun Location","greek"
"G1192","δέρμα","dérma","der'-mah","from δέρω; a hide:--skin.","Noun Neuter","greek"
"G1193","δερμάτινος","dermátinos","der-mat'-ee-nos","from δέρμα; made of hide:--leathern, of a skin.","Adjective","greek"
"G1194","δέρω","dérō","der'-o","a primary verb; properly, to flay, i.e. (by implication) to scourge, or (by analogy) to thrash:--beat, smite.","Verb","greek"
"G1195","δεσμεύω","desmeúō","des-myoo'-o","from a (presumed) derivative of δεσμέω; to be a binder (captor), i.e. to enchain (a prisoner), to tie on (a load):-- bind.","Verb","greek"
"G1196","δεσμέω","desméō","des-meh'-o","from δεσμόν; to tie, i.e. shackle:--bind.","Verb","greek"
"G1197","δέσμη","désmē","des-may'","from δεσμέω; a bundle:--bundle.","Noun Feminine","greek"
"G1198","δέσμιος","désmios","des'-mee-os","from δεσμόν; a captive (as bound):--in bonds, prisoner.","Adjective","greek"
"G1199","δεσμόν","desmón","des-mos'","neuter and masculine respectively from δέω; a band, i.e. ligament (of the body) or shackle (of a prisoner); figuratively, an impediment or disability:--band, bond, chain, string.","Noun Masculine","greek"
"G12","ἄβυσσος","ábyssos","ab'-us-sos","from Α (as a negative particle) and a variation of βυθός; depthless, i.e. (specially) (infernal) ""abyss"":--deep, (bottomless) pit.","Noun Feminine","greek"
"G120","ἀθυμέω","athyméō","ath-oo-meh'-o","from a compound of Α (as a negative particle) and θυμός; to be spiritless, i.e. disheartened:--be dismayed.","Verb","greek"
"G1200","δεσμοφύλαξ","desmophýlax","des-mof-oo'-lax","from δεσμόν and φύλαξ; a jailer (as guarding the prisoners):--jailor, keeper of the prison.","Noun Masculine","greek"
"G1201","δεσμωτήριον","desmōtḗrion","des-mo-tay'-ree-on","from a derivative of δεσμόν (equivalent to δεσμέω); a place of bondage, i.e. a dungeon:--prison.","Noun Neuter","greek"
"G1202","δεσμώτης","desmṓtēs","des-mo'-tace","from the same as δεσμωτήριον; (passively) a captive:--prisoner.","Noun Masculine","greek"
"G1203","δεσπότης","despótēs","des-pot'-ace","perhaps from δέω and  (a husband); an absolute ruler (""despot""):--Lord, master.","Noun Masculine","greek"
"G1204","δεῦρο","deûro","dyoo'-ro","of uncertain affinity; here; used also imperative hither!; and of time, hitherto:--come (hither), hither(-to).","Adverb","greek"
"G1205","δεῦτε","deûte","dyoo'-teh","from δεῦρο and an imperative form of  (to go); come hither!:--come, X follow.","Adverb","greek"
"G1206","δευτεραῖος","deuteraîos","dyoo-ter-ah'-yos","from δεύτερος; secondary, i.e. (specially) on the second day:--next day.","Adjective","greek"
"G1207","δευτερόπρωτος","deuteróprōtos","dyoo-ter-op'-ro-tos","from δεύτερος and πρῶτος; second-first, i.e. (specially) a designation of the Sabbath immediately after the Paschal week (being the second after Passover day, and the first of the seven Sabbaths intervening before Pentecost):--second … after the first.","","greek"
"G1208","δεύτερος","deúteros","dyoo'-ter-os","as the comparative of δύο; (ordinal) second (in time, place, or rank; also adverb):--afterward, again, second(-arily, time).","Adjective","greek"
"G1209","δέχομαι","déchomai","dekh'-om-ahee","middle voice of a primary verb; to receive (in various applications, literally or figuratively):--accept, receive, take. Compare λαμβάνω.","Verb","greek"
"G121","ἄθωος","áthōos","ath'-o-os","from Α (as a negative particle) and probably a derivative of τίθημι (meaning a penalty); not guilty:--innocent.","Adjective","greek"
"G1210","δέω","déō","deh'-o","a primary verb; to bind (in various applications, literally or figuratively):--bind, be in bonds, knit, tie, wind. See also δεῖ, δέομαι.","Verb","greek"
"G1211","δή","dḗ","day","probably akin to δέ; a particle of emphasis or explicitness; now, then, etc.:--also, and, doubtless, now, therefore.","","greek"
"G1212","δῆλος","dēlos","day'-los","of uncertain derivation; clear:--+ bewray, certain, evident, manifest.","Adjective","greek"
"G1213","δηλόω","dēlóō","day-lo'-o","from δῆλος; to make plain (by words):--declare, shew, signify.","Verb","greek"
"G1214","Δημᾶς","Dēmâs","day-mas'","probably for Δημήτριος; Demas, a Christian:--Demas.","Noun Masculine","greek"
"G1215","δημηγορέω","dēmēgoréō","day-may-gor-eh'-o","from a compound of δῆμος and ἀγορά; to be a people-gatherer, i.e. to address a public assembly:--make an oration.","Verb","greek"
"G1216","Δημήτριος","Dēmḗtrios","day-may'-tree-os","from  (Ceres); Demetrius, the name of an Ephesian and of a Christian:--Demetrius.","Noun Masculine","greek"
"G1217","δημιουργός","dēmiourgós","day-me-oor-gos'","from δῆμος and ἔργον; a worker for the people, i.e. mechanic (spoken of the Creator):--maker.","Noun Masculine","greek"
"G1218","δῆμος","dēmos","day'-mos","from δέω; the public (as bound together socially):--people.","Noun Masculine","greek"
"G1219","δημόσιος","dēmósios","day-mos'ee-os","from δῆμος; public; (feminine singular dative case as adverb) in public:--common, openly, publickly.","Adjective","greek"
"G122","αἴγειος","aígeios","ah'-ee-ghi-os","from  (a goat); belonging to a goat:--goat.","Adjective","greek"
"G1220","δηνάριον","dēnárion","day-nar'-ee-on","of Latin origin; a denarius (or ten asses):--pence, penny(-worth).","Noun Neuter","greek"
"G1221","δήποτε","dḗpote","day'-pot-eh","from δή and ποτέ; a particle of generalization; indeed, at any time:--(what-)soever.","Adverb","greek"
"G1222","δήπου","dḗpou","day'-poo","from δή and πού; a particle of asseveration; indeed doubtless:--verily.","Adverb","greek"
"G1223","διά","diá","dee-ah'","a primary preposition denoting the channel of an act; through (in very wide applications, local, causal, or occasional):--after, always, among, at, to avoid, because of (that), briefly, by, for (cause) … fore, from, in, by occasion of, of, by reason of, for sake, that, thereby, therefore, X though, through(-out), to, wherefore, with (-in). In composition it retains the same general importance.","Preposition","greek"
"G1224","διαβαίνω","diabaínō","dee-ab-ah'-ee-no","from διά and the base of βάσις; to cross:--come over, pass (through).","Verb","greek"
"G1225","διαβάλλω","diabállō","dee-ab-al'-lo","from διά and βάλλω; (figuratively) to traduce:--accuse.","Verb","greek"
"G1226","διαβεβαιόομαι","diabebaióomai","dee-ab-eb-ahee-o'-om-ahee","middle voice of a compound of διά and βεβαιόω; to confirm thoroughly (by words), i.e. asseverate:--affirm constantly.","Verb","greek"
"G1227","διαβλέπω","diablépō","dee-ab-lep'-o","from διά and βλέπω; to look through, i.e. recover full vision:--see clearly.","Verb","greek"
"G1228","διάβολος","diábolos","dee-ab'-ol-os","from διαβάλλω; a traducer; specially, Satan (compare שָׂטָן):--false accuser, devil, slanderer.","Adjective","greek"
"G1229","διαγγέλλω","diangéllō","de-ang-gel'-lo","from διά and the base of ἄγγελος; to herald thoroughly:--declare, preach, signify.","Verb","greek"
"G123","αἰγιαλός","aigialós","ahee-ghee-al-os'","from aisso (to rush) and ἅλς (in the sense of the sea); a beach (on which the waves dash):--shore.","Noun Masculine","greek"
"G1230","διαγίνομαι","diagínomai","dee-ag-in'-om-ahee","from διά and γίνομαι; to elapse meanwhile:--X after, be past, be spent.","Verb","greek"
"G1231","διαγινώσκω","diaginṓskō","dee-ag-in-o'-sko","from διά and γινώσκω; to know thoroughly, i.e. ascertain exactly:--(would) enquire, know the uttermost.","Verb","greek"
"G1232","διαγνωρίζω","diagnōrízō","dee-ag-no-rid'-zo","from γραπτός and γνωρίζω; to tell abroad:--make known.","Verb","greek"
"G1233","διάγνωσις","diágnōsis","dee-ag'-no-sis","from διαγινώσκω; (magisterial) examination (""diagnosis""):--hearing.","Noun Feminine","greek"
"G1234","διαγογγύζω","diagongýzō","dee-ag-ong-good'-zo","from διά and γογγύζω; to complain throughout a crowd:--murmur.","Verb","greek"
"G1235","διαγρηγορέω","diagrēgoréō","dee-ag-ray-gor-eh'-o","from διά and γρηγορεύω; to waken thoroughly:--be awake.","Verb","greek"
"G1236","διάγω","diágō","dee-ag'-o","from διά and ἄγω; to pass time or life:--lead life, living.","Verb","greek"
