"Primary","RelatedTo","RelType"
"2059","1704","sibling"
"2059","2022","sibling"
"2059","2571","sibling"
"2059","3059","sibling"
"2060","890","child"
"2060","1319","father"
"2061","588","child"
"2061","2681","father"
"2062","627","sibling"
"2062","659","child"
"2062","1652","sibling"
"2062","2217","sibling"
"2063","82","sibling"
"2063","155","sibling"
"2063","281","sibling"
"2063","480","child"
"2063","644","sibling"
"2063","856","sibling"
"2063","1664","sibling"
"2063","2561","sibling"
"2063","2988","sibling"
"2065","2246","father"
"2066","381","sibling"
"2066","382","sibling"
"2066","773","sibling"
"2066","803","sibling"
"2066","808","child"
"2066","2660","sibling"
"2066","3010","sibling"
"2067","2995","father"
"2069","63","father"
"2072","1296","child"
"2073","152","child"
"2073","309","halfSiblingSameFather"
"2073","622","sibling"
"2073","641","sibling"
"2073","994","spouseOrConcubine"
"2073","1692","sibling"
"2073","1990","sibling"
"2073","2000","halfSiblingSameFather"
"2073","2001","sibling"
"2073","2326","spouseOrConcubine"
"2073","2478","child"
"2074","2920","father"
"2075","21","father"
"2075","58","child"
"2075","616","halfSiblingSameFather"
"2075","620","sibling"
"2075","630","halfSiblingSameFather"
"2075","1057","father"
"2075","1197","father"
"2075","1201","father"
"2075","1402","father"
"2075","1685","sibling"
"2075","1782","child"
"2075","1978","sibling"
"2075","2727","sibling"
"2075","3086","sibling"
"2078","12","sibling"
"2078","23","child"
"2078","156","sibling"
"2078","575","sibling"
"2078","1292","sibling"
"2078","1784","sibling"
"2078","1844","child"
"2078","2131","sibling"
"2078","2181","sibling"
"2078","2682","father"
"2078","2972","sibling"
"2078","3111","sibling"
"2081","369","sibling"
"2081","1316","sibling"
"2081","1383","sibling"
"2081","1700","child"
"2081","1755","sibling"
"2081","1848","sibling"
"2081","2197","sibling"
"2081","2640","sibling"
"2081","3026","sibling"
"2082","487","mother"
"2082","529","mother"
"2082","618","sibling"
"2082","938","mother"
"2082","1407","child"
"2082","1468","mother"
"2082","1582","mother"
"2082","1615","mother"
"2082","1773","mother"
"2082","1830","sibling"
"2082","2143","spouseOrConcubine"
"2082","2357","mother"
"2083","1548","sibling"
"2083","1895","sibling"
"2083","2211","sibling"
"2083","2868","sibling"
"2083","3035","child"
"2087","1","sibling"
"2087","242","child"
"2087","1645","child"
"2087","2108","sibling"
"2088","516","child"
"2088","619","sibling"
"2088","1219","halfSiblingSameFather"
"2088","1280","halfSiblingSameFather"
"2088","2005","child"
"2088","2544","sibling"
"2089","55","halfSiblingSameFather"
"2089","1185","halfSiblingSameFather"
"2089","1543","child"
"2089","1604","sibling"
"2089","1643","sibling"
"2089","1900","sibling"
"2089","2011","sibling"
"2089","2512","sibling"
"2089","2513","child"
"2089","3063","sibling"
"2090","901","sibling"
"2090","1189","sibling"
"2090","2052","sibling"
"2090","2929","child"
"2090","3096","sibling"
"2093","480","sibling"
"2093","637","sibling"
"2093","1031","sibling"
"2093","1185","child"
"2093","1473","sibling"
"2093","1511","sibling"
"2093","1609","sibling"
"2093","1644","sibling"
"2093","2023","sibling"
"2093","2532","sibling"
"2093","2616","sibling"
"2093","2989","sibling"
"2094","79","sibling"
"2094","630","child"
"2094","911","sibling"
"2094","1025","sibling"
"2094","1341","sibling"
"2094","1769","sibling"
"2094","1770","sibling"
"2094","1887","sibling"
"2094","1945","sibling"
"2094","2046","sibling"
"2094","2148","sibling"
"2094","2164","sibling"
"2094","2837","sibling"
"2095","1366","father"
"2095","2047","child"
"2100","253","father"
"2100","914","sibling"
"2100","917","father"
"2100","923","father"
"2100","962","sibling"
"2100","1359","child"
"2100","1816","father"
"2100","1835","father"
"2100","2150","father"
"2100","2288","father"
"2100","2354","sibling"
"2101","2146","sibling"
"2101","2430","child"
"2101","2538","sibling"
"2101","3043","sibling"
"2103","451","halfSiblingSameFather"
"2103","984","halfSiblingSameFather"
"2103","985","child"
"2103","985","halfSiblingSameFather"
"2103","1830","child"
"2105","29","child"
"2105","53","child"
"2105","122","sibling"
"2107","710","child"
"2108","1","sibling"
"2108","242","child"
"2108","1114","father"
"2108","1302","father"
"2108","1645","child"
"2108","2087","sibling"
"2108","3095","spouseOrConcubine"
"2109","169","mother"
"2109","171","mother"
"2110","1817","mother"
"2111","2943","mother"
"2112","717","mother"
"2112","1677","mother"
"2112","2998","spouseOrConcubine"
"2113","67","sibling"
"2113","295","sibling"
"2113","538","child"
"2113","701","sibling"
"2113","889","sibling"
"2113","1198","child"
"2113","1282","sibling"
"2113","1408","sibling"
"2113","1571","halfSiblingSameFather"
"2113","2010","sibling"
"2113","2507","halfSiblingSameFather"
"2113","2576","halfSiblingSameFather"
"2113","2675","halfSiblingSameFather"
"2113","2716","sibling"
"2113","2866","halfSiblingSameFather"
"2114","507","father"
"2114","3089","child"
"2115","158","sibling"
"2115","293","sibling"
"2115","336","sibling"
"2115","423","sibling"
"2115","436","sibling"
"2115","463","child"
"2115","757","sibling"
"2115","1038","sibling"
"2115","1298","sibling"
"2115","1569","sibling"
"2115","2120","sibling"
"2115","2447","sibling"
"2116","671","sibling"
"2116","857","father"
"2116","1035","father"
"2116","1889","sibling"
"2116","1896","father"
"2116","2004","child"
"2117","68","sibling"
"2117","537","child"
"2117","615","sibling"
"2117","1047","sibling"
"2118","673","halfSiblingSameFather"
"2118","1748","halfSiblingSameFather"
"2118","1808","child"
"2118","2884","sibling"
"2118","3080","child"
"2119","2412","mother"
"2119","2762","spouseOrConcubine"
"2120","158","sibling"
"2120","293","sibling"
"2120","336","sibling"
"2120","423","sibling"
"2120","436","sibling"
"2120","463","child"
"2120","757","sibling"
"2120","1038","sibling"
"2120","1298","sibling"
"2120","1569","sibling"
"2120","2115","sibling"
"2120","2447","sibling"
"2121","34","sibling"
"2121","52","sibling"
"2121","80","sibling"
"2121","168","sibling"
"2121","294","sibling"
"2121","436","child"
"2121","613","sibling"
"2121","864","sibling"
"2121","1236","sibling"
"2121","1300","sibling"
"2121","2919","sibling"
"2121","2931","sibling"
"2123","128","sibling"
"2123","134","sibling"
"2123","1039","child"
"2123","1301","sibling"
"2123","2914","sibling"
"2124","175","mother"
"2124","342","spouseOrConcubine"
"2124","1332","mother"
"2124","1497","mother"
"2124","2840","mother"
"2125","1234","child"
"2126","26","spouseOrConcubine"
"2128","1","child"
"2128","33","sibling"
"2128","649","sibling"
"2128","1062","sibling"
"2128","1162","child"
"2129","35","sibling"
"2129","872","child"
"2130","53","sibling"
"2130","277","father"
"2130","2486","father"
"2130","2542","child"
"2131","12","sibling"
"2131","23","child"
"2131","156","sibling"
"2131","575","sibling"
"2131","1292","sibling"
"2131","1784","sibling"
"2131","1844","child"
"2131","2078","sibling"
"2131","2181","sibling"
"2131","2972","sibling"
"2131","3111","sibling"
"2132","1221","father"
"2132","1871","child"
"2133","1251","child"
"2133","1544","sibling"
"2137","1404","father"
"2138","27","father"
"2138","2941","spouseOrConcubine"
"2138","3055","father"
"2139","2722","father"
"2141","2938","child"
"2142","2503","child"
"2142","2841","father"
"2143","58","sibling"
"2143","487","father"
"2143","529","father"
"2143","938","father"
"2143","1267","father"
"2143","1407","sibling"
"2143","1468","father"
"2143","1582","father"
"2143","1615","father"
"2143","1773","father"
"2143","1840","father"
"2143","2082","spouseOrConcubine"
"2143","2357","father"
"2143","2433","spouseOrConcubine"
"2143","2473","sibling"
"2143","2832","father"
"2143","2841","child"
"2143","2845","father"
"2144","228","child"
"2144","1162","sibling"
"2144","2463","father"
"2146","2101","sibling"
"2146","2430","child"
"2146","2538","sibling"
"2146","3043","sibling"
"2147","940","mother"
"2147","1134","spouseOrConcubine"
"2147","1897","mother"
"2148","79","sibling"
"2148","630","child"
"2148","911","sibling"
"2148","1025","sibling"
"2148","1341","sibling"
"2148","1769","sibling"
"2148","1770","sibling"
"2148","1887","sibling"
"2148","1945","sibling"
"2148","2046","sibling"
"2148","2094","sibling"
"2148","2164","sibling"
"2148","2837","sibling"
"2149","337","halfSiblingSameFather"
"2149","463","halfSiblingSameFather"
"2149","502","child"
"2149","645","halfSiblingSameFather"
"2149","682","child"
"2149","706","father"
"2149","973","sibling"
"2149","1012","halfSiblingSameFather"
"2149","1262","halfSiblingSameFather"
"2149","1330","father"
"2149","1606","father"
"2149","1710","halfSiblingSameFather"
"2149","1751","halfSiblingSameFather"
"2149","1820","halfSiblingSameFather"
"2149","2429","halfSiblingSameFather"
"2149","2677","father"
"2149","2741","halfSiblingSameFather"
"2149","3002","halfSiblingSameFather"
"2150","253","sibling"
"2150","917","sibling"
"2150","923","sibling"
"2150","1816","sibling"
"2150","1835","sibling"
"2150","2100","child"
"2150","2288","sibling"
"2152","59","halfSiblingSameFather"
"2152","97","halfSiblingSameFather"
"2152","232","halfSiblingSameFather"
"2152","416","child"
"2152","655","halfSiblingSameFather"
"2152","728","sibling"
"2152","869","sibling"
"2152","939","halfSiblingSameFather"
"2152","994","child"
"2152","1078","sibling"
"2152","1143","sibling"
"2152","1148","sibling"
"2152","1156","sibling"
"2152","1163","sibling"
"2152","1584","sibling"
"2152","1961","father"
"2152","2179","sibling"
"2152","2213","sibling"
"2152","2547","sibling"
"2152","2657","halfSiblingSameFather"
"2152","2715","sibling"
"2152","2762","sibling"
"2152","2822","sibling"
"2153","374","father"
"2153","2959","father"
"2154","1254","child"
"2154","1599","father"
"2154","1653","sibling"
"2155","363","child"
"2155","2945","father"
"2160","239","father"
"2160","1221","child"
"2161","402","sibling"
"2161","563","father"
"2161","595","sibling"
"2161","1135","father"
"2161","1457","sibling"
"2161","1513","father"
"2161","2554","sibling"
"2161","2620","child"
"2162","625","child"
"2162","2305","sibling"
"2162","2424","sibling"
"2162","2930","sibling"
"2164","79","sibling"
"2164","630","child"
"2164","911","sibling"
"2164","1025","sibling"
"2164","1341","sibling"
"2164","1769","sibling"
"2164","1770","sibling"
"2164","1887","sibling"
"2164","1945","sibling"
"2164","2046","sibling"
"2164","2094","sibling"
"2164","2148","sibling"
"2164","2837","sibling"
"2165","872","father"
"2165","3053","spouseOrConcubine"
"2167","437","father"
"2170","749","sibling"
"2170","791","child"
"2170","1558","sibling"
"2170","1915","sibling"
"2170","2293","sibling"
"2170","2456","sibling"
"2170","2655","sibling"
"2170","3030","sibling"
"2172","1336","child"
"2172","1382","sibling"
"2173","550","child"
"2174","791","mother"
"2174","1085","spouseOrConcubine"
"2174","1177","child"
"2177","47","sibling"
"2177","982","sibling"
"2177","1074","child"
"2178","658","child"
"2178","1795","sibling"
"2178","2608","sibling"
"2178","3065","sibling"
"2179","59","sibling"
"2179","97","sibling"
"2179","232","sibling"
"2179","655","sibling"
"2179","728","sibling"
"2179","869","sibling"
"2179","939","sibling"
"2179","994","child"
"2179","1078","sibling"
"2179","1143","sibling"
"2179","1148","sibling"
"2179","1156","sibling"
"2179","1163","sibling"
"2179","1584","sibling"
"2179","2152","sibling"
"2179","2213","sibling"
"2179","2547","sibling"
"2179","2657","sibling"
"2179","2715","sibling"
"2179","2762","sibling"
"2179","2822","sibling"
"2181","12","sibling"
"2181","23","child"
"2181","57","father"
"2181","156","sibling"
"2181","575","sibling"
"2181","1292","sibling"
"2181","1784","sibling"
"2181","1844","child"
"2181","2078","sibling"
"2181","2131","sibling"
"2181","2972","sibling"
"2181","3111","sibling"
"2185","1988","child"
"2185","2457","father"
"2186","410","father"
"2186","1868","child"
"2186","2500","father"
"2188","3107","child"
"2189","44","sibling"
"2189","903","child"
"2189","994","sibling"
"2189","1075","sibling"
"2189","1129","sibling"
"2189","2260","sibling"
"2189","2387","sibling"
"2189","2700","sibling"
"2191","2626","father"
"2192","222","sibling"
"2192","646","sibling"
"2192","813","sibling"
"2192","1623","sibling"
"2192","2233","child"
"2192","2324","sibling"
"2192","2453","sibling"
"2192","2627","sibling"
"2197","369","sibling"
"2197","1316","sibling"
"2197","1383","sibling"
"2197","1700","child"
"2197","1755","sibling"
"2197","1848","sibling"
"2197","2081","sibling"
"2197","2640","sibling"
"2197","3026","sibling"
"2198","631","father"
"2198","1157","child"
"2199","330","child"
"2199","334","sibling"
"2199","1712","sibling"
"2199","2965","sibling"
"2201","823","father"
"2201","2598","child"
"2206","962","child"
"2206","1461","sibling"
"2206","2380","sibling"
"2206","2451","sibling"
"2206","2452","sibling"
"2206","2481","sibling"
"2207","809","father"
"2208","508","child"
"2210","726","father"
"2210","1359","father"
"2210","1809","child"
"2210","2613","father"
"2211","1548","sibling"
"2211","1895","sibling"
"2211","2083","sibling"
"2211","2868","sibling"
"2211","3035","child"
"2213","59","sibling"
"2213","97","sibling"
"2213","232","sibling"
"2213","655","sibling"
"2213","728","sibling"
"2213","869","sibling"
"2213","939","sibling"
"2213","994","child"
"2213","1078","sibling"
"2213","1143","sibling"
"2213","1148","sibling"
"2213","1156","sibling"
"2213","1163","sibling"
"2213","1584","sibling"
"2213","2152","sibling"
"2213","2179","sibling"
"2213","2547","sibling"
"2213","2657","sibling"
"2213","2715","sibling"
"2213","2762","sibling"
"2213","2822","sibling"
"2214","1155","child"
"2214","1727","father"
"2216","310","sibling"
"2216","883","sibling"
"2216","1384","child"
"2216","2304","sibling"
"2216","2423","sibling"
"2216","2583","sibling"
